"Start.Week","End.Week","State","Condition.Group","Condition","ICD10_codes","Age.Group","Number.of.COVID.19.Deaths"
2020-02-01,2020-11-07,"IN","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",397
2020-02-01,2020-11-07,"IN","Circulatory diseases","Heart failure","I50","All Ages",423
2020-02-01,2020-11-07,"IN","Diabetes","Diabetes","E10-E14","All Ages",653
2020-02-01,2020-11-07,"IN","Obesity","Obesity","E65-E68","All Ages",118
2020-02-01,2020-11-07,"IN","Renal failure","Renal failure","N17-N19","All Ages",507
2020-02-01,2020-11-07,"IN","COVID-19","COVID-19","U071","All Ages",4321
2020-02-01,2020-11-07,"IA","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",229
2020-02-01,2020-11-07,"IA","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",218
2020-02-01,2020-11-07,"IA","Circulatory diseases","Cardiac arrest","I46","All Ages",87
2020-02-01,2020-11-07,"IA","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",150
2020-02-01,2020-11-07,"IA","Circulatory diseases","Heart failure","I50","All Ages",175
2020-02-01,2020-11-07,"IA","Diabetes","Diabetes","E10-E14","All Ages",279
2020-02-01,2020-11-07,"IA","Obesity","Obesity","E65-E68","All Ages",79
2020-02-01,2020-11-07,"IA","Renal failure","Renal failure","N17-N19","All Ages",151
2020-02-01,2020-11-07,"IA","COVID-19","COVID-19","U071","All Ages",1841
2020-02-01,2020-11-07,"KS","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",102
2020-02-01,2020-11-07,"KS","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",122
2020-02-01,2020-11-07,"KS","Circulatory diseases","Cardiac arrest","I46","All Ages",119
2020-02-01,2020-11-07,"KS","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",55
2020-02-01,2020-11-07,"KS","Circulatory diseases","Heart failure","I50","All Ages",68
2020-02-01,2020-11-07,"KS","Diabetes","Diabetes","E10-E14","All Ages",125
2020-02-01,2020-11-07,"KS","Obesity","Obesity","E65-E68","All Ages",33
2020-02-01,2020-11-07,"KS","Renal failure","Renal failure","N17-N19","All Ages",105
2020-02-01,2020-11-07,"KS","COVID-19","COVID-19","U071","All Ages",1134
2020-02-01,2020-11-07,"KY","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",190
2020-02-01,2020-11-07,"KY","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",196
2020-02-01,2020-11-07,"KY","Circulatory diseases","Cardiac arrest","I46","All Ages",107
2020-02-01,2020-11-07,"KY","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",156
2020-02-01,2020-11-07,"KY","Circulatory diseases","Heart failure","I50","All Ages",187
2020-02-01,2020-11-07,"KY","Diabetes","Diabetes","E10-E14","All Ages",317
2020-02-01,2020-11-07,"KY","Obesity","Obesity","E65-E68","All Ages",57
2020-02-01,2020-11-07,"KY","Renal failure","Renal failure","N17-N19","All Ages",212
2020-02-01,2020-11-07,"KY","COVID-19","COVID-19","U071","All Ages",1637
2020-02-01,2020-11-07,"LA","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",379
2020-02-01,2020-11-07,"LA","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",560
2020-02-01,2020-11-07,"LA","Circulatory diseases","Cardiac arrest","I46","All Ages",321
2020-02-01,2020-11-07,"LA","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",305
2020-02-01,2020-11-07,"LA","Circulatory diseases","Heart failure","I50","All Ages",398
2020-02-01,2020-11-07,"LA","Diabetes","Diabetes","E10-E14","All Ages",818
2020-02-01,2020-11-07,"LA","Obesity","Obesity","E65-E68","All Ages",194
2020-02-01,2020-11-07,"LA","Renal failure","Renal failure","N17-N19","All Ages",405
2020-02-01,2020-11-07,"LA","COVID-19","COVID-19","U071","All Ages",5305
2020-02-01,2020-11-07,"ME","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",19
2020-02-01,2020-11-07,"ME","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",19
2020-02-01,2020-11-07,"ME","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",16
2020-02-01,2020-11-07,"ME","Circulatory diseases","Heart failure","I50","All Ages",20
2020-02-01,2020-11-07,"ME","Diabetes","Diabetes","E10-E14","All Ages",17
2020-02-01,2020-11-07,"ME","COVID-19","COVID-19","U071","All Ages",171
2020-02-01,2020-11-07,"MD","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",435
2020-02-01,2020-11-07,"MD","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",553
2020-02-01,2020-11-07,"MD","Circulatory diseases","Cardiac arrest","I46","All Ages",171
2020-02-01,2020-11-07,"MD","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",434
2020-02-01,2020-11-07,"MD","Circulatory diseases","Heart failure","I50","All Ages",344
2020-02-01,2020-11-07,"MD","Diabetes","Diabetes","E10-E14","All Ages",845
2020-02-01,2020-11-07,"MD","Obesity","Obesity","E65-E68","All Ages",181
2020-02-01,2020-11-07,"MD","Renal failure","Renal failure","N17-N19","All Ages",620
2020-02-01,2020-11-07,"MD","COVID-19","COVID-19","U071","All Ages",4533
2020-02-01,2020-11-07,"MA","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",614
2020-02-01,2020-11-07,"MA","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",587
2020-02-01,2020-11-07,"MA","Circulatory diseases","Cardiac arrest","I46","All Ages",940
2020-02-01,2020-11-07,"MA","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",473
2020-02-01,2020-11-07,"MA","Circulatory diseases","Heart failure","I50","All Ages",667
2020-02-01,2020-11-07,"MA","Diabetes","Diabetes","E10-E14","All Ages",688
2020-02-01,2020-11-07,"MA","Obesity","Obesity","E65-E68","All Ages",92
2020-02-01,2020-11-07,"MA","Renal failure","Renal failure","N17-N19","All Ages",762
2020-02-01,2020-11-07,"MA","COVID-19","COVID-19","U071","All Ages",8266
2020-02-01,2020-11-07,"MI","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",563
2020-02-01,2020-11-07,"MI","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",677
2020-02-01,2020-11-07,"MI","Circulatory diseases","Cardiac arrest","I46","All Ages",434
2020-02-01,2020-11-07,"MI","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",336
2020-02-01,2020-11-07,"MI","Circulatory diseases","Heart failure","I50","All Ages",455
2020-02-01,2020-11-07,"MI","Diabetes","Diabetes","E10-E14","All Ages",784
2020-02-01,2020-11-07,"MI","Obesity","Obesity","E65-E68","All Ages",184
2020-02-01,2020-11-07,"MI","Renal failure","Renal failure","N17-N19","All Ages",681
2020-02-01,2020-11-07,"MI","COVID-19","COVID-19","U071","All Ages",6804
2020-02-01,2020-11-07,"MN","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",305
2020-02-01,2020-11-07,"MN","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",331
2020-02-01,2020-11-07,"MN","Circulatory diseases","Cardiac arrest","I46","All Ages",58
2020-02-01,2020-11-07,"MN","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",288
2020-02-01,2020-11-07,"MN","Circulatory diseases","Heart failure","I50","All Ages",314
2020-02-01,2020-11-07,"MN","Diabetes","Diabetes","E10-E14","All Ages",465
2020-02-01,2020-11-07,"MN","Obesity","Obesity","E65-E68","All Ages",80
2020-02-01,2020-11-07,"MN","Renal failure","Renal failure","N17-N19","All Ages",222
2020-02-01,2020-11-07,"MN","COVID-19","COVID-19","U071","All Ages",2479
2020-02-01,2020-11-07,"MS","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",308
2020-02-01,2020-11-07,"MS","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",333
2020-02-01,2020-11-07,"MS","Circulatory diseases","Cardiac arrest","I46","All Ages",365
2020-02-01,2020-11-07,"MS","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",195
2020-02-01,2020-11-07,"MS","Circulatory diseases","Heart failure","I50","All Ages",333
2020-02-01,2020-11-07,"MS","Diabetes","Diabetes","E10-E14","All Ages",576
2020-02-01,2020-11-07,"MS","Obesity","Obesity","E65-E68","All Ages",119
2020-02-01,2020-11-07,"MS","Renal failure","Renal failure","N17-N19","All Ages",348
2020-02-01,2020-11-07,"MS","COVID-19","COVID-19","U071","All Ages",3274
2020-02-01,2020-11-07,"MO","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",252
2020-02-01,2020-11-07,"MO","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",264
2020-02-01,2020-11-07,"MO","Circulatory diseases","Cardiac arrest","I46","All Ages",137
2020-02-01,2020-11-07,"MO","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",232
2020-02-01,2020-11-07,"MO","Circulatory diseases","Heart failure","I50","All Ages",229
2020-02-01,2020-11-07,"MO","Diabetes","Diabetes","E10-E14","All Ages",294
2020-02-01,2020-11-07,"MO","Obesity","Obesity","E65-E68","All Ages",65
2020-02-01,2020-11-07,"MO","Renal failure","Renal failure","N17-N19","All Ages",385
2020-02-01,2020-11-07,"MO","COVID-19","COVID-19","U071","All Ages",3202
2020-02-01,2020-11-07,"MT","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",54
2020-02-01,2020-11-07,"MT","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",64
2020-02-01,2020-11-07,"MT","Circulatory diseases","Cardiac arrest","I46","All Ages",25
2020-02-01,2020-11-07,"MT","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",33
2020-02-01,2020-11-07,"MT","Circulatory diseases","Heart failure","I50","All Ages",29
2020-02-01,2020-11-07,"MT","Diabetes","Diabetes","E10-E14","All Ages",84
2020-02-01,2020-11-07,"MT","Obesity","Obesity","E65-E68","All Ages",19
2020-02-01,2020-11-07,"MT","Renal failure","Renal failure","N17-N19","All Ages",27
2020-02-01,2020-11-07,"MT","COVID-19","COVID-19","U071","All Ages",361
2020-02-01,2020-11-07,"NE","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",93
2020-02-01,2020-11-07,"NE","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",73
2020-02-01,2020-11-07,"NE","Circulatory diseases","Cardiac arrest","I46","All Ages",78
2020-02-01,2020-11-07,"NE","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",61
2020-02-01,2020-11-07,"NE","Circulatory diseases","Heart failure","I50","All Ages",82
2020-02-01,2020-11-07,"NE","Diabetes","Diabetes","E10-E14","All Ages",122
2020-02-01,2020-11-07,"NE","Obesity","Obesity","E65-E68","All Ages",27
2020-02-01,2020-11-07,"NE","Renal failure","Renal failure","N17-N19","All Ages",79
2020-02-01,2020-11-07,"NE","COVID-19","COVID-19","U071","All Ages",732
2020-02-01,2020-11-07,"NV","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",92
2020-02-01,2020-11-07,"NV","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",123
2020-02-01,2020-11-07,"NV","Circulatory diseases","Cardiac arrest","I46","All Ages",414
2020-02-01,2020-11-07,"NV","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",84
2020-02-01,2020-11-07,"NV","Circulatory diseases","Heart failure","I50","All Ages",102
2020-02-01,2020-11-07,"NV","Diabetes","Diabetes","E10-E14","All Ages",209
2020-02-01,2020-11-07,"NV","Obesity","Obesity","E65-E68","All Ages",65
2020-02-01,2020-11-07,"NV","Renal failure","Renal failure","N17-N19","All Ages",161
2020-02-01,2020-11-07,"NV","COVID-19","COVID-19","U071","All Ages",1689
2020-02-01,2020-11-07,"NH","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",43
2020-02-01,2020-11-07,"NH","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",44
2020-02-01,2020-11-07,"NH","Circulatory diseases","Cardiac arrest","I46","All Ages",23
2020-02-01,2020-11-07,"NH","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",32
2020-02-01,2020-11-07,"NH","Circulatory diseases","Heart failure","I50","All Ages",48
2020-02-01,2020-11-07,"NH","Diabetes","Diabetes","E10-E14","All Ages",37
2020-02-01,2020-11-07,"NH","Renal failure","Renal failure","N17-N19","All Ages",40
2020-02-01,2020-11-07,"NH","COVID-19","COVID-19","U071","All Ages",464
2020-02-01,2020-11-07,"NJ","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",828
2020-02-01,2020-11-07,"NJ","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",1477
2020-02-01,2020-11-07,"NJ","Circulatory diseases","Cardiac arrest","I46","All Ages",2765
2020-02-01,2020-11-07,"NJ","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",924
2020-02-01,2020-11-07,"NJ","Circulatory diseases","Heart failure","I50","All Ages",797
2020-02-01,2020-11-07,"NJ","Diabetes","Diabetes","E10-E14","All Ages",1607
2020-02-01,2020-11-07,"NJ","Obesity","Obesity","E65-E68","All Ages",282
2020-02-01,2020-11-07,"NJ","Renal failure","Renal failure","N17-N19","All Ages",1384
2020-02-01,2020-11-07,"NJ","COVID-19","COVID-19","U071","All Ages",14611
2020-02-01,2020-11-07,"NM","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",65
2020-02-01,2020-11-07,"NM","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",96
2020-02-01,2020-11-07,"NM","Circulatory diseases","Cardiac arrest","I46","All Ages",69
2020-02-01,2020-11-07,"NM","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",44
2020-02-01,2020-11-07,"NM","Circulatory diseases","Heart failure","I50","All Ages",35
2020-02-01,2020-11-07,"NM","Diabetes","Diabetes","E10-E14","All Ages",150
2020-02-01,2020-11-07,"NM","Obesity","Obesity","E65-E68","All Ages",46
2020-02-01,2020-11-07,"NM","Renal failure","Renal failure","N17-N19","All Ages",62
2020-02-01,2020-11-07,"NM","COVID-19","COVID-19","U071","All Ages",905
2020-02-01,2020-11-07,"NY","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",809
2020-02-01,2020-11-07,"NY","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",1235
2020-02-01,2020-11-07,"NY","Circulatory diseases","Cardiac arrest","I46","All Ages",3149
2020-02-01,2020-11-07,"NY","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",631
2020-02-01,2020-11-07,"NY","Circulatory diseases","Heart failure","I50","All Ages",581
2020-02-01,2020-11-07,"NY","Diabetes","Diabetes","E10-E14","All Ages",1221
2020-02-01,2020-11-07,"NY","Obesity","Obesity","E65-E68","All Ages",225
2020-02-01,2020-11-07,"NY","Renal failure","Renal failure","N17-N19","All Ages",875
2020-02-01,2020-11-07,"NY","COVID-19","COVID-19","U071","All Ages",11934
2020-02-01,2020-11-07,"NC","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",235
2020-02-01,2020-11-07,"NC","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",242
2020-02-01,2020-11-07,"NC","Circulatory diseases","Cardiac arrest","I46","All Ages",256
2020-02-01,2020-11-07,"NC","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",179
2020-02-01,2020-11-07,"NC","Circulatory diseases","Heart failure","I50","All Ages",225
2020-02-01,2020-11-07,"NC","Diabetes","Diabetes","E10-E14","All Ages",346
2020-02-01,2020-11-07,"NC","Obesity","Obesity","E65-E68","All Ages",99
2020-02-01,2020-11-07,"NC","Renal failure","Renal failure","N17-N19","All Ages",357
2020-02-01,2020-11-07,"NC","COVID-19","COVID-19","U071","All Ages",2808
2020-02-01,2020-11-07,"ND","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",62
2020-02-01,2020-11-07,"ND","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",65
2020-02-01,2020-11-07,"ND","Circulatory diseases","Cardiac arrest","I46","All Ages",41
2020-02-01,2020-11-07,"ND","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",45
2020-02-01,2020-11-07,"ND","Circulatory diseases","Heart failure","I50","All Ages",62
2020-02-01,2020-11-07,"ND","Diabetes","Diabetes","E10-E14","All Ages",64
2020-02-01,2020-11-07,"ND","Obesity","Obesity","E65-E68","All Ages",21
