"Start.Week","End.Week","State","Condition.Group","Condition","ICD10_codes","Age.Group","Number.of.COVID.19.Deaths"
2020-02-01,2020-11-07,"AL","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","75-84",33
2020-02-01,2020-11-07,"AL","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","85+",30
2020-02-01,2020-11-07,"AL","Circulatory diseases","Hypertensive diseases","I10-I15","0-24",0
2020-02-01,2020-11-07,"AL","Circulatory diseases","Hypertensive diseases","I10-I15","45-54",22
2020-02-01,2020-11-07,"AL","Circulatory diseases","Hypertensive diseases","I10-I15","55-64",61
2020-02-01,2020-11-07,"AL","Circulatory diseases","Hypertensive diseases","I10-I15","65-74",106
2020-02-01,2020-11-07,"AL","Circulatory diseases","Hypertensive diseases","I10-I15","75-84",116
2020-02-01,2020-11-07,"AL","Circulatory diseases","Hypertensive diseases","I10-I15","85+",130
2020-02-01,2020-11-07,"AL","Circulatory diseases","Ischemic heart disease","I20-I25","0-24",0
2020-02-01,2020-11-07,"AL","Circulatory diseases","Ischemic heart disease","I20-I25","25-34",0
2020-02-01,2020-11-07,"AL","Circulatory diseases","Ischemic heart disease","I20-I25","55-64",33
2020-02-01,2020-11-07,"AL","Circulatory diseases","Ischemic heart disease","I20-I25","65-74",97
2020-02-01,2020-11-07,"AL","Circulatory diseases","Ischemic heart disease","I20-I25","75-84",105
2020-02-01,2020-11-07,"AL","Circulatory diseases","Ischemic heart disease","I20-I25","85+",115
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrest","I46","35-44",17
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrest","I46","45-54",35
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrest","I46","55-64",106
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrest","I46","65-74",139
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrest","I46","75-84",115
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrest","I46","85+",86
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","55-64",29
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","65-74",57
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","75-84",74
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","85+",77
2020-02-01,2020-11-07,"AL","Circulatory diseases","Heart failure","I50","0-24",0
2020-02-01,2020-11-07,"AL","Circulatory diseases","Heart failure","I50","55-64",20
2020-02-01,2020-11-07,"AL","Circulatory diseases","Heart failure","I50","65-74",51
2020-02-01,2020-11-07,"AL","Circulatory diseases","Heart failure","I50","75-84",71
2020-02-01,2020-11-07,"AL","Circulatory diseases","Heart failure","I50","85+",91
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cerebrovascular diseases","I60-I69","0-24",0
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cerebrovascular diseases","I60-I69","55-64",18
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cerebrovascular diseases","I60-I69","65-74",45
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cerebrovascular diseases","I60-I69","75-84",49
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cerebrovascular diseases","I60-I69","85+",55
2020-02-01,2020-11-07,"AL","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","0-24",0
2020-02-01,2020-11-07,"AL","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","35-44",11
2020-02-01,2020-11-07,"AL","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","45-54",16
2020-02-01,2020-11-07,"AL","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","55-64",37
2020-02-01,2020-11-07,"AL","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","65-74",52
2020-02-01,2020-11-07,"AL","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","75-84",63
2020-02-01,2020-11-07,"AL","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","85+",54
2020-02-01,2020-11-07,"AL","Sepsis","Sepsis","A40-A41","0-24",0
2020-02-01,2020-11-07,"AL","Sepsis","Sepsis","A40-A41","35-44",14
2020-02-01,2020-11-07,"AL","Sepsis","Sepsis","A40-A41","45-54",43
2020-02-01,2020-11-07,"AL","Sepsis","Sepsis","A40-A41","55-64",78
2020-02-01,2020-11-07,"AL","Sepsis","Sepsis","A40-A41","65-74",152
2020-02-01,2020-11-07,"AL","Sepsis","Sepsis","A40-A41","75-84",119
2020-02-01,2020-11-07,"AL","Sepsis","Sepsis","A40-A41","85+",54
2020-02-01,2020-11-07,"AL","Malignant neoplasms","Malignant neoplasms","C00-C97","0-24",0
2020-02-01,2020-11-07,"AL","Malignant neoplasms","Malignant neoplasms","C00-C97","25-34",0
2020-02-01,2020-11-07,"AL","Malignant neoplasms","Malignant neoplasms","C00-C97","55-64",13
2020-02-01,2020-11-07,"AL","Malignant neoplasms","Malignant neoplasms","C00-C97","65-74",39
2020-02-01,2020-11-07,"AL","Malignant neoplasms","Malignant neoplasms","C00-C97","75-84",40
2020-02-01,2020-11-07,"AL","Malignant neoplasms","Malignant neoplasms","C00-C97","85+",27
2020-02-01,2020-11-07,"AL","Diabetes","Diabetes","E10-E14","35-44",10
2020-02-01,2020-11-07,"AL","Diabetes","Diabetes","E10-E14","45-54",32
2020-02-01,2020-11-07,"AL","Diabetes","Diabetes","E10-E14","55-64",69
2020-02-01,2020-11-07,"AL","Diabetes","Diabetes","E10-E14","65-74",121
2020-02-01,2020-11-07,"AL","Diabetes","Diabetes","E10-E14","75-84",116
2020-02-01,2020-11-07,"AL","Diabetes","Diabetes","E10-E14","85+",75
2020-02-01,2020-11-07,"AL","Obesity","Obesity","E65-E68","0-24",0
2020-02-01,2020-11-07,"AL","Obesity","Obesity","E65-E68","45-54",16
2020-02-01,2020-11-07,"AL","Obesity","Obesity","E65-E68","55-64",25
2020-02-01,2020-11-07,"AL","Obesity","Obesity","E65-E68","65-74",27
2020-02-01,2020-11-07,"AL","Obesity","Obesity","E65-E68","75-84",16
2020-02-01,2020-11-07,"AL","Alzheimer disease","Alzheimer disease","G30","0-24",0
2020-02-01,2020-11-07,"AL","Alzheimer disease","Alzheimer disease","G30","25-34",0
2020-02-01,2020-11-07,"AL","Alzheimer disease","Alzheimer disease","G30","35-44",0
2020-02-01,2020-11-07,"AL","Alzheimer disease","Alzheimer disease","G30","45-54",0
2020-02-01,2020-11-07,"AL","Alzheimer disease","Alzheimer disease","G30","65-74",15
2020-02-01,2020-11-07,"AL","Alzheimer disease","Alzheimer disease","G30","75-84",54
2020-02-01,2020-11-07,"AL","Alzheimer disease","Alzheimer disease","G30","85+",70
2020-02-01,2020-11-07,"AL","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","0-24",0
2020-02-01,2020-11-07,"AL","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","25-34",0
2020-02-01,2020-11-07,"AL","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","35-44",0
2020-02-01,2020-11-07,"AL","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","45-54",0
2020-02-01,2020-11-07,"AL","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","65-74",38
2020-02-01,2020-11-07,"AL","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","75-84",115
2020-02-01,2020-11-07,"AL","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","85+",182
2020-02-01,2020-11-07,"AL","Renal failure","Renal failure","N17-N19","35-44",12
2020-02-01,2020-11-07,"AL","Renal failure","Renal failure","N17-N19","45-54",26
2020-02-01,2020-11-07,"AL","Renal failure","Renal failure","N17-N19","55-64",53
2020-02-01,2020-11-07,"AL","Renal failure","Renal failure","N17-N19","65-74",120
2020-02-01,2020-11-07,"AL","Renal failure","Renal failure","N17-N19","75-84",105
2020-02-01,2020-11-07,"AL","Renal failure","Renal failure","N17-N19","85+",67
2020-02-01,2020-11-07,"AL","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","25-34",0
2020-02-01,2020-11-07,"AL","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","35-44",10
2020-02-01,2020-11-07,"AL","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","45-54",11
2020-02-01,2020-11-07,"AL","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","55-64",10
2020-02-01,2020-11-07,"AL","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","65-74",34
2020-02-01,2020-11-07,"AL","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","75-84",24
2020-02-01,2020-11-07,"AL","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","85+",21
2020-02-01,2020-11-07,"AL","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","25-34",25
2020-02-01,2020-11-07,"AL","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","35-44",43
2020-02-01,2020-11-07,"AL","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","45-54",120
2020-02-01,2020-11-07,"AL","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","55-64",267
2020-02-01,2020-11-07,"AL","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","65-74",516
2020-02-01,2020-11-07,"AL","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","75-84",466
2020-02-01,2020-11-07,"AL","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","85+",389
2020-02-01,2020-11-07,"AL","COVID-19","COVID-19","U071","25-34",29
2020-02-01,2020-11-07,"AL","COVID-19","COVID-19","U071","35-44",80
2020-02-01,2020-11-07,"AL","COVID-19","COVID-19","U071","45-54",240
2020-02-01,2020-11-07,"AL","COVID-19","COVID-19","U071","55-64",537
2020-02-01,2020-11-07,"AL","COVID-19","COVID-19","U071","65-74",974
2020-02-01,2020-11-07,"AL","COVID-19","COVID-19","U071","75-84",1071
2020-02-01,2020-11-07,"AL","COVID-19","COVID-19","U071","85+",974
2020-02-01,2020-11-07,"AK","Respiratory diseases","Influenza and pneumonia","J09-J18","0-24",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Influenza and pneumonia","J09-J18","25-34",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","0-24",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","25-34",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","35-44",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","45-54",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","55-64",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Adult respiratory distress syndrome","J80","0-24",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Adult respiratory distress syndrome","J80","55-64",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Adult respiratory distress syndrome","J80","85+",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Respiratory failure","J96","0-24",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","0-24",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","25-34",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","35-44",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","55-64",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Other diseases of the respiratory system","J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04","65-74",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Hypertensive diseases","I10-I15","0-24",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Hypertensive diseases","I10-I15","35-44",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Hypertensive diseases","I10-I15","45-54",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Hypertensive diseases","I10-I15","55-64",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Ischemic heart disease","I20-I25","0-24",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Ischemic heart disease","I20-I25","25-34",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Ischemic heart disease","I20-I25","35-44",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrest","I46","0-24",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrest","I46","25-34",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrest","I46","45-54",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrest","I46","85+",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","0-24",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","25-34",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","35-44",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","45-54",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","55-64",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","65-74",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Heart failure","I50","0-24",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Heart failure","I50","25-34",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Heart failure","I50","35-44",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Heart failure","I50","45-54",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cerebrovascular diseases","I60-I69","0-24",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cerebrovascular diseases","I60-I69","25-34",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cerebrovascular diseases","I60-I69","35-44",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cerebrovascular diseases","I60-I69","45-54",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cerebrovascular diseases","I60-I69","55-64",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","0-24",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","25-34",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","35-44",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","45-54",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","55-64",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","75-84",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Other diseases of the circulatory system","I00-I09, I26-I43, I51, I52, I70-I99","85+",0
2020-02-01,2020-11-07,"AK","Sepsis","Sepsis","A40-A41","0-24",0
2020-02-01,2020-11-07,"AK","Sepsis","Sepsis","A40-A41","25-34",0
2020-02-01,2020-11-07,"AK","Sepsis","Sepsis","A40-A41","85+",0
2020-02-01,2020-11-07,"AK","Malignant neoplasms","Malignant neoplasms","C00-C97","0-24",0
2020-02-01,2020-11-07,"AK","Malignant neoplasms","Malignant neoplasms","C00-C97","25-34",0
2020-02-01,2020-11-07,"AK","Malignant neoplasms","Malignant neoplasms","C00-C97","45-54",0
2020-02-01,2020-11-07,"AK","Diabetes","Diabetes","E10-E14","0-24",0
2020-02-01,2020-11-07,"AK","Diabetes","Diabetes","E10-E14","25-34",0
2020-02-01,2020-11-07,"AK","Diabetes","Diabetes","E10-E14","35-44",0
2020-02-01,2020-11-07,"AK","Diabetes","Diabetes","E10-E14","75-84",0
2020-02-01,2020-11-07,"AK","Obesity","Obesity","E65-E68","0-24",0
2020-02-01,2020-11-07,"AK","Obesity","Obesity","E65-E68","35-44",0
2020-02-01,2020-11-07,"AK","Obesity","Obesity","E65-E68","65-74",0
2020-02-01,2020-11-07,"AK","Obesity","Obesity","E65-E68","75-84",0
2020-02-01,2020-11-07,"AK","Obesity","Obesity","E65-E68","85+",0
2020-02-01,2020-11-07,"AK","Alzheimer disease","Alzheimer disease","G30","0-24",0
2020-02-01,2020-11-07,"AK","Alzheimer disease","Alzheimer disease","G30","25-34",0
2020-02-01,2020-11-07,"AK","Alzheimer disease","Alzheimer disease","G30","35-44",0
2020-02-01,2020-11-07,"AK","Alzheimer disease","Alzheimer disease","G30","45-54",0
2020-02-01,2020-11-07,"AK","Alzheimer disease","Alzheimer disease","G30","65-74",0
2020-02-01,2020-11-07,"AK","Alzheimer disease","Alzheimer disease","G30","75-84",0
2020-02-01,2020-11-07,"AK","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","0-24",0
2020-02-01,2020-11-07,"AK","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","25-34",0
2020-02-01,2020-11-07,"AK","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","35-44",0
2020-02-01,2020-11-07,"AK","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","45-54",0
2020-02-01,2020-11-07,"AK","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","55-64",0
2020-02-01,2020-11-07,"AK","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","65-74",0
2020-02-01,2020-11-07,"AK","Vascular and unspecified dementia","Vascular and unspecified dementia","F01, F03","85+",0
2020-02-01,2020-11-07,"AK","Renal failure","Renal failure","N17-N19","0-24",0
2020-02-01,2020-11-07,"AK","Renal failure","Renal failure","N17-N19","25-34",0
2020-02-01,2020-11-07,"AK","Renal failure","Renal failure","N17-N19","35-44",0
2020-02-01,2020-11-07,"AK","Renal failure","Renal failure","N17-N19","45-54",0
2020-02-01,2020-11-07,"AK","Renal failure","Renal failure","N17-N19","55-64",0
2020-02-01,2020-11-07,"AK","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","0-24",0
2020-02-01,2020-11-07,"AK","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","25-34",0
2020-02-01,2020-11-07,"AK","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","35-44",0
2020-02-01,2020-11-07,"AK","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","45-54",0
2020-02-01,2020-11-07,"AK","Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03","85+",0
2020-02-01,2020-11-07,"AK","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","0-24",0
2020-02-01,2020-11-07,"AK","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","35-44",0
2020-02-01,2020-11-07,"AK","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","55-64",12
2020-02-01,2020-11-07,"AK","All other conditions and causes (residual)","All other conditions and causes (residual)","A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99","65-74",20
