"Start.Week","End.Week","State","Condition.Group","Condition","ICD10_codes","Age.Group","Number.of.COVID.19.Deaths"
2020-02-01,2020-11-07,"US","Renal failure","Renal failure","N17-N19","85+",4651
2020-02-01,2020-11-07,"US","Renal failure","Renal failure","N17-N19","Not stated",2
2020-02-01,2020-11-07,"US","Renal failure","Renal failure","N17-N19","All Ages",20024
2020-02-01,2020-11-07,"US","COVID-19","COVID-19","U071","0-24",485
2020-02-01,2020-11-07,"US","COVID-19","COVID-19","U071","25-34",1704
2020-02-01,2020-11-07,"US","COVID-19","COVID-19","U071","35-44",4383
2020-02-01,2020-11-07,"US","COVID-19","COVID-19","U071","45-54",11618
2020-02-01,2020-11-07,"US","COVID-19","COVID-19","U071","55-64",27892
2020-02-01,2020-11-07,"US","COVID-19","COVID-19","U071","65-74",47703
2020-02-01,2020-11-07,"US","COVID-19","COVID-19","U071","75-84",58830
2020-02-01,2020-11-07,"US","COVID-19","COVID-19","U071","85+",68084
2020-02-01,2020-11-07,"US","COVID-19","COVID-19","U071","Not stated",5
2020-02-01,2020-11-07,"US","COVID-19","COVID-19","U071","All Ages",220704
2020-02-01,2020-11-07,"AL","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","0-24",0
2020-02-01,2020-11-07,"AL","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","55-64",38
2020-02-01,2020-11-07,"AL","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","65-74",74
2020-02-01,2020-11-07,"AL","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","75-84",93
2020-02-01,2020-11-07,"AL","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","85+",60
2020-02-01,2020-11-07,"AL","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","Not stated",0
2020-02-01,2020-11-07,"AL","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",280
2020-02-01,2020-11-07,"AL","Circulatory diseases","Ischemic heart disease","I20-I25","0-24",0
2020-02-01,2020-11-07,"AL","Circulatory diseases","Ischemic heart disease","I20-I25","25-34",0
2020-02-01,2020-11-07,"AL","Circulatory diseases","Ischemic heart disease","I20-I25","55-64",33
2020-02-01,2020-11-07,"AL","Circulatory diseases","Ischemic heart disease","I20-I25","65-74",97
2020-02-01,2020-11-07,"AL","Circulatory diseases","Ischemic heart disease","I20-I25","75-84",105
2020-02-01,2020-11-07,"AL","Circulatory diseases","Ischemic heart disease","I20-I25","85+",115
2020-02-01,2020-11-07,"AL","Circulatory diseases","Ischemic heart disease","I20-I25","Not stated",0
2020-02-01,2020-11-07,"AL","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",360
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrest","I46","35-44",17
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrest","I46","45-54",35
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrest","I46","55-64",106
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrest","I46","65-74",139
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrest","I46","75-84",115
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrest","I46","85+",86
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrest","I46","Not stated",0
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrest","I46","All Ages",503
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","55-64",29
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","65-74",57
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","75-84",74
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","85+",77
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","Not stated",0
2020-02-01,2020-11-07,"AL","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",247
2020-02-01,2020-11-07,"AL","Circulatory diseases","Heart failure","I50","0-24",0
2020-02-01,2020-11-07,"AL","Circulatory diseases","Heart failure","I50","55-64",20
2020-02-01,2020-11-07,"AL","Circulatory diseases","Heart failure","I50","65-74",51
2020-02-01,2020-11-07,"AL","Circulatory diseases","Heart failure","I50","75-84",71
2020-02-01,2020-11-07,"AL","Circulatory diseases","Heart failure","I50","85+",91
2020-02-01,2020-11-07,"AL","Circulatory diseases","Heart failure","I50","Not stated",0
2020-02-01,2020-11-07,"AL","Circulatory diseases","Heart failure","I50","All Ages",246
2020-02-01,2020-11-07,"AL","Diabetes","Diabetes","E10-E14","35-44",10
2020-02-01,2020-11-07,"AL","Diabetes","Diabetes","E10-E14","45-54",32
2020-02-01,2020-11-07,"AL","Diabetes","Diabetes","E10-E14","55-64",69
2020-02-01,2020-11-07,"AL","Diabetes","Diabetes","E10-E14","65-74",121
2020-02-01,2020-11-07,"AL","Diabetes","Diabetes","E10-E14","75-84",116
2020-02-01,2020-11-07,"AL","Diabetes","Diabetes","E10-E14","85+",75
2020-02-01,2020-11-07,"AL","Diabetes","Diabetes","E10-E14","Not stated",0
2020-02-01,2020-11-07,"AL","Diabetes","Diabetes","E10-E14","All Ages",429
2020-02-01,2020-11-07,"AL","Obesity","Obesity","E65-E68","0-24",0
2020-02-01,2020-11-07,"AL","Obesity","Obesity","E65-E68","45-54",16
2020-02-01,2020-11-07,"AL","Obesity","Obesity","E65-E68","55-64",25
2020-02-01,2020-11-07,"AL","Obesity","Obesity","E65-E68","65-74",27
2020-02-01,2020-11-07,"AL","Obesity","Obesity","E65-E68","75-84",16
2020-02-01,2020-11-07,"AL","Obesity","Obesity","E65-E68","Not stated",0
2020-02-01,2020-11-07,"AL","Obesity","Obesity","E65-E68","All Ages",101
2020-02-01,2020-11-07,"AL","Renal failure","Renal failure","N17-N19","35-44",12
2020-02-01,2020-11-07,"AL","Renal failure","Renal failure","N17-N19","45-54",26
2020-02-01,2020-11-07,"AL","Renal failure","Renal failure","N17-N19","55-64",53
2020-02-01,2020-11-07,"AL","Renal failure","Renal failure","N17-N19","65-74",120
2020-02-01,2020-11-07,"AL","Renal failure","Renal failure","N17-N19","75-84",105
2020-02-01,2020-11-07,"AL","Renal failure","Renal failure","N17-N19","85+",67
2020-02-01,2020-11-07,"AL","Renal failure","Renal failure","N17-N19","Not stated",0
2020-02-01,2020-11-07,"AL","Renal failure","Renal failure","N17-N19","All Ages",386
2020-02-01,2020-11-07,"AL","COVID-19","COVID-19","U071","25-34",29
2020-02-01,2020-11-07,"AL","COVID-19","COVID-19","U071","35-44",80
2020-02-01,2020-11-07,"AL","COVID-19","COVID-19","U071","45-54",240
2020-02-01,2020-11-07,"AL","COVID-19","COVID-19","U071","55-64",537
2020-02-01,2020-11-07,"AL","COVID-19","COVID-19","U071","65-74",974
2020-02-01,2020-11-07,"AL","COVID-19","COVID-19","U071","75-84",1071
2020-02-01,2020-11-07,"AL","COVID-19","COVID-19","U071","85+",974
2020-02-01,2020-11-07,"AL","COVID-19","COVID-19","U071","Not stated",0
2020-02-01,2020-11-07,"AL","COVID-19","COVID-19","U071","All Ages",3911
2020-02-01,2020-11-07,"AK","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","0-24",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","25-34",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","35-44",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","45-54",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","55-64",0
2020-02-01,2020-11-07,"AK","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","Not stated",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Ischemic heart disease","I20-I25","0-24",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Ischemic heart disease","I20-I25","25-34",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Ischemic heart disease","I20-I25","35-44",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Ischemic heart disease","I20-I25","Not stated",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrest","I46","0-24",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrest","I46","25-34",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrest","I46","45-54",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrest","I46","85+",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrest","I46","Not stated",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","0-24",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","25-34",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","35-44",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","45-54",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","55-64",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","65-74",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","Not stated",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Heart failure","I50","0-24",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Heart failure","I50","25-34",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Heart failure","I50","35-44",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Heart failure","I50","45-54",0
2020-02-01,2020-11-07,"AK","Circulatory diseases","Heart failure","I50","Not stated",0
2020-02-01,2020-11-07,"AK","Diabetes","Diabetes","E10-E14","0-24",0
2020-02-01,2020-11-07,"AK","Diabetes","Diabetes","E10-E14","25-34",0
2020-02-01,2020-11-07,"AK","Diabetes","Diabetes","E10-E14","35-44",0
2020-02-01,2020-11-07,"AK","Diabetes","Diabetes","E10-E14","75-84",0
2020-02-01,2020-11-07,"AK","Diabetes","Diabetes","E10-E14","Not stated",0
2020-02-01,2020-11-07,"AK","Diabetes","Diabetes","E10-E14","All Ages",10
2020-02-01,2020-11-07,"AK","Obesity","Obesity","E65-E68","0-24",0
2020-02-01,2020-11-07,"AK","Obesity","Obesity","E65-E68","35-44",0
2020-02-01,2020-11-07,"AK","Obesity","Obesity","E65-E68","65-74",0
2020-02-01,2020-11-07,"AK","Obesity","Obesity","E65-E68","75-84",0
2020-02-01,2020-11-07,"AK","Obesity","Obesity","E65-E68","85+",0
2020-02-01,2020-11-07,"AK","Obesity","Obesity","E65-E68","Not stated",0
2020-02-01,2020-11-07,"AK","Renal failure","Renal failure","N17-N19","0-24",0
2020-02-01,2020-11-07,"AK","Renal failure","Renal failure","N17-N19","25-34",0
2020-02-01,2020-11-07,"AK","Renal failure","Renal failure","N17-N19","35-44",0
2020-02-01,2020-11-07,"AK","Renal failure","Renal failure","N17-N19","45-54",0
2020-02-01,2020-11-07,"AK","Renal failure","Renal failure","N17-N19","55-64",0
2020-02-01,2020-11-07,"AK","Renal failure","Renal failure","N17-N19","Not stated",0
2020-02-01,2020-11-07,"AK","COVID-19","COVID-19","U071","0-24",0
2020-02-01,2020-11-07,"AK","COVID-19","COVID-19","U071","55-64",12
2020-02-01,2020-11-07,"AK","COVID-19","COVID-19","U071","65-74",18
2020-02-01,2020-11-07,"AK","COVID-19","COVID-19","U071","75-84",19
2020-02-01,2020-11-07,"AK","COVID-19","COVID-19","U071","85+",11
2020-02-01,2020-11-07,"AK","COVID-19","COVID-19","U071","Not stated",0
2020-02-01,2020-11-07,"AK","COVID-19","COVID-19","U071","All Ages",69
2020-02-01,2020-11-07,"AZ","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","0-24",0
2020-02-01,2020-11-07,"AZ","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","45-54",11
2020-02-01,2020-11-07,"AZ","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","55-64",43
2020-02-01,2020-11-07,"AZ","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","65-74",96
2020-02-01,2020-11-07,"AZ","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","75-84",138
2020-02-01,2020-11-07,"AZ","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","85+",100
2020-02-01,2020-11-07,"AZ","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","Not stated",0
2020-02-01,2020-11-07,"AZ","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",396
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Ischemic heart disease","I20-I25","0-24",0
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Ischemic heart disease","I20-I25","25-34",0
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Ischemic heart disease","I20-I25","45-54",16
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Ischemic heart disease","I20-I25","55-64",42
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Ischemic heart disease","I20-I25","65-74",89
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Ischemic heart disease","I20-I25","75-84",143
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Ischemic heart disease","I20-I25","85+",128
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Ischemic heart disease","I20-I25","Not stated",0
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Ischemic heart disease","I20-I25","All Ages",421
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Cardiac arrest","I46","25-34",18
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Cardiac arrest","I46","35-44",19
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Cardiac arrest","I46","45-54",50
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Cardiac arrest","I46","55-64",81
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Cardiac arrest","I46","65-74",133
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Cardiac arrest","I46","75-84",162
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Cardiac arrest","I46","85+",100
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Cardiac arrest","I46","Not stated",0
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Cardiac arrest","I46","All Ages",570
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","45-54",12
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","55-64",33
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","65-74",56
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","75-84",94
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","85+",92
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","Not stated",0
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Cardiac arrhythmia","I44, I45, I47-I49","All Ages",293
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Heart failure","I50","0-24",0
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Heart failure","I50","45-54",15
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Heart failure","I50","55-64",36
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Heart failure","I50","65-74",46
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Heart failure","I50","75-84",82
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Heart failure","I50","85+",102
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Heart failure","I50","Not stated",0
2020-02-01,2020-11-07,"AZ","Circulatory diseases","Heart failure","I50","All Ages",290
2020-02-01,2020-11-07,"AZ","Diabetes","Diabetes","E10-E14","25-34",10
2020-02-01,2020-11-07,"AZ","Diabetes","Diabetes","E10-E14","35-44",24
2020-02-01,2020-11-07,"AZ","Diabetes","Diabetes","E10-E14","45-54",81
2020-02-01,2020-11-07,"AZ","Diabetes","Diabetes","E10-E14","55-64",169
2020-02-01,2020-11-07,"AZ","Diabetes","Diabetes","E10-E14","65-74",190
2020-02-01,2020-11-07,"AZ","Diabetes","Diabetes","E10-E14","75-84",188
2020-02-01,2020-11-07,"AZ","Diabetes","Diabetes","E10-E14","85+",113
2020-02-01,2020-11-07,"AZ","Diabetes","Diabetes","E10-E14","Not stated",0
2020-02-01,2020-11-07,"AZ","Diabetes","Diabetes","E10-E14","All Ages",780
2020-02-01,2020-11-07,"AZ","Obesity","Obesity","E65-E68","0-24",10
2020-02-01,2020-11-07,"AZ","Obesity","Obesity","E65-E68","25-34",22
2020-02-01,2020-11-07,"AZ","Obesity","Obesity","E65-E68","35-44",45
2020-02-01,2020-11-07,"AZ","Obesity","Obesity","E65-E68","45-54",48
2020-02-01,2020-11-07,"AZ","Obesity","Obesity","E65-E68","55-64",74
2020-02-01,2020-11-07,"AZ","Obesity","Obesity","E65-E68","65-74",52
2020-02-01,2020-11-07,"AZ","Obesity","Obesity","E65-E68","75-84",25
2020-02-01,2020-11-07,"AZ","Obesity","Obesity","E65-E68","Not stated",0
2020-02-01,2020-11-07,"AZ","Obesity","Obesity","E65-E68","All Ages",278
2020-02-01,2020-11-07,"AZ","Renal failure","Renal failure","N17-N19","35-44",17
2020-02-01,2020-11-07,"AZ","Renal failure","Renal failure","N17-N19","45-54",38
2020-02-01,2020-11-07,"AZ","Renal failure","Renal failure","N17-N19","55-64",76
2020-02-01,2020-11-07,"AZ","Renal failure","Renal failure","N17-N19","65-74",137
2020-02-01,2020-11-07,"AZ","Renal failure","Renal failure","N17-N19","75-84",107
2020-02-01,2020-11-07,"AZ","Renal failure","Renal failure","N17-N19","85+",81
2020-02-01,2020-11-07,"AZ","Renal failure","Renal failure","N17-N19","Not stated",0
2020-02-01,2020-11-07,"AZ","Renal failure","Renal failure","N17-N19","All Ages",463
2020-02-01,2020-11-07,"AZ","COVID-19","COVID-19","U071","0-24",26
2020-02-01,2020-11-07,"AZ","COVID-19","COVID-19","U071","25-34",91
2020-02-01,2020-11-07,"AZ","COVID-19","COVID-19","U071","35-44",181
2020-02-01,2020-11-07,"AZ","COVID-19","COVID-19","U071","45-54",383
2020-02-01,2020-11-07,"AZ","COVID-19","COVID-19","U071","55-64",840
2020-02-01,2020-11-07,"AZ","COVID-19","COVID-19","U071","65-74",1228
2020-02-01,2020-11-07,"AZ","COVID-19","COVID-19","U071","75-84",1394
2020-02-01,2020-11-07,"AZ","COVID-19","COVID-19","U071","85+",1198
2020-02-01,2020-11-07,"AZ","COVID-19","COVID-19","U071","Not stated",0
2020-02-01,2020-11-07,"AZ","COVID-19","COVID-19","U071","All Ages",5341
2020-02-01,2020-11-07,"AR","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","0-24",0
2020-02-01,2020-11-07,"AR","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","25-34",0
2020-02-01,2020-11-07,"AR","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","35-44",0
2020-02-01,2020-11-07,"AR","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","55-64",20
2020-02-01,2020-11-07,"AR","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","65-74",39
2020-02-01,2020-11-07,"AR","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","75-84",66
2020-02-01,2020-11-07,"AR","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","85+",47
2020-02-01,2020-11-07,"AR","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","Not stated",0
2020-02-01,2020-11-07,"AR","Respiratory diseases","Chronic lower respiratory diseases","J40-J47","All Ages",175
2020-02-01,2020-11-07,"AR","Circulatory diseases","Ischemic heart disease","I20-I25","25-34",0
2020-02-01,2020-11-07,"AR","Circulatory diseases","Ischemic heart disease","I20-I25","55-64",19
2020-02-01,2020-11-07,"AR","Circulatory diseases","Ischemic heart disease","I20-I25","65-74",45
2020-02-01,2020-11-07,"AR","Circulatory diseases","Ischemic heart disease","I20-I25","75-84",65
2020-02-01,2020-11-07,"AR","Circulatory diseases","Ischemic heart disease","I20-I25","85+",59
2020-02-01,2020-11-07,"AR","Circulatory diseases","Ischemic heart disease","I20-I25","Not stated",0
